timestamp,var_a,var_b,var_c,var_d,var_e
2023-01-01 18:21:00,92.93,453.89,154,24.08,57
2023-01-01 18:22:00,26.59,640.61,218,16.2,144
2023-01-01 18:23:00,82.81,335.23,123,0.74,127
2023-01-01 18:24:00,98.51,952.72,101,28.5,57
2023-01-01 18:25:00,78.34,638.8,425,14.87,170
2023-01-01 18:26:00,51.9,993.66,22,30.52,76
2023-01-01 18:27:00,6.61,801.29,454,44.95,111
2023-01-01 18:28:00,47.24,510.28,148,17.81,99
2023-01-01 18:29:00,43.83,164.32,314,37.75,74
2023-01-01 18:30:00,20.28,649.93,395,40.62,135
2023-01-01 18:31:00,42.36,151.23,296,5.49,126
2023-01-01 18:32:00,35.78,405.7,193,41.1,178
2023-01-01 18:33:00,16.37,493.58,62,11.54,192
2023-01-01 18:34:00,44.14,494.67,281,42.77,171
2023-01-01 18:35:00,26.28,247.82,456,29.01,101
2023-01-01 18:36:00,52.21,23.0,489,4.28,75
2023-01-01 18:37:00,3.52,553.29,196,10.61,145
2023-01-01 18:38:00,90.62,451.75,123,5.66,119
2023-01-01 18:39:00,81.64,63.82,127,38.1,183
2023-01-01 18:40:00,55.26,517.6,107,38.38,138
2023-01-01 18:41:00,85.18,115.0,58,6.2,82
2023-01-01 18:42:00,96.24,991.82,389,45.17,134
2023-01-01 18:43:00,11.05,740.06,322,28.98,175
2023-01-01 18:44:00,63.08,363.84,180,20.53,182
2023-01-01 18:45:00,99.8,839.73,215,39.4,111
2023-01-01 18:46:00,98.79,102.18,204,26.42,102
2023-01-01 18:47:00,60.33,877.78,442,44.57,188
2023-01-01 18:48:00,12.8,658.87,340,33.49,45
2023-01-01 18:49:00,58.32,81.61,184,40.36,25
2023-01-01 18:50:00,0.21,437.45,125,24.92,29
2023-01-01 18:51:00,19.89,596.76,61,36.64,87
2023-01-01 18:52:00,95.61,623.73,382,2.03,89
2023-01-01 18:53:00,33.04,737.01,296,2.61,166
2023-01-01 18:54:00,63.84,659.11,237,9.66,79
2023-01-01 18:55:00,28.09,643.69,190,33.51,37
2023-01-01 18:56:00,94.78,820.45,459,21.35,53
2023-01-01 18:57:00,72.86,20.56,407,3.3,166
2023-01-01 18:58:00,32.97,959.71,384,20.59,61
2023-01-01 18:59:00,79.18,430.26,361,35.6,13
2023-01-01 19:00:00,10.82,284.4,243,33.36,77
2023-01-01 19:01:00,39.23,489.62,346,11.12,191
2023-01-01 19:02:00,22.12,940.3,217,32.04,10
2023-01-01 19:03:00,68.37,918.9,164,25.35,189
2023-01-01 19:04:00,10.24,817.72,430,48.34,111
2023-01-01 19:05:00,39.7,223.26,313,47.52,142
2023-01-01 19:06:00,27.66,285.97,29,5.54,186
2023-01-01 19:07:00,50.63,829.02,233,44.33,174
2023-01-01 19:08:00,34.99,652.21,21,6.22,7
2023-01-01 19:09:00,70.64,245.94,138,1.4,59
2023-01-01 19:10:00,2.46,869.12,372,13.47,80
2023-01-01 19:11:00,63.4,904.13,464,32.43,2
2023-01-01 19:12:00,23.06,634.92,240,34.01,164
2023-01-01 19:13:00,26.87,984.63,473,22.25,153
2023-01-01 19:14:00,80.03,551.53,257,8.03,107
2023-01-01 19:15:00,95.56,858.14,114,47.17,136
2023-01-01 19:16:00,31.66,303.22,365,22.22,153
2023-01-01 19:17:00,82.68,952.07,307,22.34,108
2023-01-01 19:18:00,10.4,362.15,170,40.47,161
2023-01-01 19:19:00,63.4,99.55,137,9.68,73
2023-01-01 19:20:00,75.1,155.13,498,22.89,18
2023-01-01 19:21:00,15.6,633.45,70,26.83,8
2023-01-01 19:22:00,42.6,757.18,181,30.82,78
2023-01-01 19:23:00,89.27,54.73,70,7.95,29
2023-01-01 19:24:00,10.36,469.51,267,0.56,49
2023-01-01 19:25:00,1.81,784.21,65,35.16,83
2023-01-01 19:26:00,59.06,526.98,199,2.82,79
2023-01-01 19:27:00,43.55,418.87,340,47.69,36
2023-01-01 19:28:00,79.87,176.94,105,15.87,47
2023-01-01 19:29:00,92.35,113.64,227,32.78,194
2023-01-01 19:30:00,29.92,333.05,295,36.44,46
2023-01-01 19:31:00,38.84,284.95,494,26.86,115
2023-01-01 19:32:00,48.63,367.73,130,16.95,59
2023-01-01 19:33:00,58.82,76.18,35,5.19,184
2023-01-01 19:34:00,98.39,226.02,129,47.47,32
2023-01-01 19:35:00,69.73,515.32,139,32.24,120
2023-01-01 19:36:00,38.95,991.61,400,19.05,149
2023-01-01 19:37:00,26.38,415.76,249,7.17,90
2023-01-01 19:38:00,94.46,413.09,478,47.59,140
2023-01-01 19:39:00,13.55,284.12,431,17.84,149
2023-01-01 19:40:00,72.03,557.72,400,1.09,3
2023-01-01 19:41:00,92.54,859.87,466,40.81,143
2023-01-01 19:42:00,66.47,669.39,235,42.36,147
2023-01-01 19:43:00,42.31,998.68,485,22.58,6
2023-01-01 19:44:00,19.9,945.28,331,14.77,137
2023-01-01 19:45:00,36.75,843.36,315,23.51,80
2023-01-01 19:46:00,70.69,41.75,217,9.22,29
2023-01-01 19:47:00,64.95,754.77,24,23.17,54
2023-01-01 19:48:00,92.8,615.88,446,43.01,173
2023-01-01 19:49:00,86.69,745.81,233,48.4,132
2023-01-01 19:50:00,81.62,977.45,107,23.27,82
2023-01-01 19:51:00,91.15,220.47,281,27.21,191
2023-01-01 19:52:00,27.63,361.38,218,43.07,76
2023-01-01 19:53:00,36.95,552.59,145,34.77,24
2023-01-01 19:54:00,37.99,336.09,41,1.35,129
2023-01-01 19:55:00,56.05,864.62,342,38.57,83
2023-01-01 19:56:00,66.82,542.54,398,32.97,197
2023-01-01 19:57:00,28.67,5.25,324,38.01,88
2023-01-01 19:58:00,1.95,911.0,19,3.37,91
2023-01-01 19:59:00,39.92,522.19,203,39.63,117
2023-01-01 20:00:00,30.85,686.03,95,18.57,176
2023-01-01 20:01:00,94.22,508.72,371,3.74,55
2023-01-01 20:02:00,88.83,614.11,244,4.42,69
2023-01-01 20:03:00,86.03,980.99,133,35.48,84
2023-01-01 20:04:00,65.3,441.8,357,47.61,64
2023-01-01 20:05:00,34.43,697.97,245,22.45,59
2023-01-01 20:06:00,54.88,859.43,304,42.13,149
2023-01-01 20:07:00,81.52,104.51,451,41.18,119
2023-01-01 20:08:00,9.86,581.34,97,11.74,97
2023-01-01 20:09:00,80.11,458.57,497,12.52,171
2023-01-01 20:10:00,4.12,992.17,110,33.66,39
2023-01-01 20:11:00,81.64,936.97,248,27.47,84
2023-01-01 20:12:00,80.76,186.2,497,26.31,29
2023-01-01 20:13:00,5.1,97.6,30,40.06,132
2023-01-01 20:14:00,62.72,453.64,386,5.36,2
2023-01-01 20:15:00,50.25,19.15,358,32.06,71
2023-01-01 20:16:00,16.98,496.96,311,23.19,10
2023-01-01 20:17:00,14.84,738.44,438,29.7,29
2023-01-01 20:18:00,77.33,883.27,55,6.72,128
2023-01-01 20:19:00,56.77,963.24,24,10.69,101
2023-01-01 20:20:00,98.3,916.88,14,49.66,190
2023-01-01 20:21:00,98.22,913.94,257,15.65,70
2023-01-01 20:22:00,99.27,334.87,438,11.56,86
2023-01-01 20:23:00,11.86,386.59,180,32.19,15
2023-01-01 20:24:00,93.83,814.21,148,19.97,160
2023-01-01 20:25:00,24.46,467.15,149,42.5,91
2023-01-01 20:26:00,45.82,150.56,327,35.03,135
2023-01-01 20:27:00,75.74,454.27,406,15.86,199
2023-01-01 20:28:00,20.36,369.92,89,40.04,192
2023-01-01 20:29:00,56.63,85.32,388,15.15,96
2023-01-01 20:30:00,18.58,350.41,336,29.78,47
2023-01-01 20:31:00,10.47,959.22,39,45.26,139
2023-01-01 20:32:00,11.66,926.47,22,34.69,71
2023-01-01 20:33:00,35.76,969.14,300,41.98,107
2023-01-01 20:34:00,0.47,571.68,104,30.42,142
2023-01-01 20:35:00,42.49,105.9,104,48.37,153
2023-01-01 20:36:00,66.42,226.99,168,10.93,113
2023-01-01 20:37:00,40.17,186.37,65,8.36,171
2023-01-01 20:38:00,8.58,188.65,456,28.83,121
2023-01-01 20:39:00,6.27,888.34,115,20.77,100
2023-01-01 20:40:00,27.81,204.02,42,14.49,187
2023-01-01 20:41:00,16.93,378.97,245,39.21,112
2023-01-01 20:42:00,96.51,93.07,136,8.14,179
2023-01-01 20:43:00,15.12,36.51,439,37.0,29
2023-01-01 20:44:00,80.55,947.85,455,18.81,189
2023-01-01 20:45:00,58.61,762.42,319,47.63,59
2023-01-01 20:46:00,56.93,434.89,28,33.57,152
2023-01-01 20:47:00,51.21,168.82,104,43.13,142
2023-01-01 20:48:00,97.18,980.4,358,4.45,35
2023-01-01 20:49:00,36.38,434.16,4,37.97,147
2023-01-01 20:50:00,78.79,544.55,340,9.79,172
2023-01-01 20:51:00,55.53,75.42,99,9.91,180
2023-01-01 20:52:00,39.56,279.54,438,10.47,195
2023-01-01 20:53:00,95.55,262.33,491,8.17,57
2023-01-01 20:54:00,59.83,139.02,116,12.55,65
2023-01-01 20:55:00,11.89,894.18,250,0.51,194
2023-01-01 20:56:00,41.75,193.82,327,12.67,131
2023-01-01 20:57:00,78.16,30.8,425,33.61,52
2023-01-01 20:58:00,69.37,985.86,205,10.85,132
2023-01-01 20:59:00,91.63,939.57,445,1.24,167
2023-01-01 21:00:00,25.94,722.95,56,30.86,11
2023-01-01 21:01:00,75.82,841.44,147,20.82,192
2023-01-01 21:02:00,45.99,156.24,32,45.17,24
2023-01-01 21:03:00,57.36,79.98,73,9.27,135
2023-01-01 21:04:00,95.5,864.22,94,1.89,47
2023-01-01 21:05:00,97.93,358.48,119,47.06,20
2023-01-01 21:06:00,86.16,322.78,421,31.04,148
2023-01-01 21:07:00,35.91,688.7,108,13.46,173
2023-01-01 21:08:00,88.77,757.04,383,21.89,172
2023-01-01 21:09:00,63.86,613.69,333,14.59,27
2023-01-01 21:10:00,43.0,95.29,238,4.09,116
2023-01-01 21:11:00,3.57,365.27,350,38.75,197
2023-01-01 21:12:00,77.01,13.16,321,40.31,53
2023-01-01 21:13:00,50.21,97.46,76,30.64,19
2023-01-01 21:14:00,78.62,728.37,132,36.55,78
2023-01-01 21:15:00,74.8,272.6,89,44.23,159
2023-01-01 21:16:00,79.36,159.62,362,8.68,50
2023-01-01 21:17:00,30.07,980.46,27,39.78,75
2023-01-01 21:18:00,80.08,820.35,9,35.85,95
2023-01-01 21:19:00,54.88,682.15,72,34.69,15
2023-01-01 21:20:00,47.33,325.6,445,42.98,111
2023-01-01 21:21:00,67.51,167.78,355,49.11,22
2023-01-01 21:22:00,2.14,816.1,408,9.36,163
2023-01-01 21:23:00,10.23,926.54,481,5.33,187
2023-01-01 21:24:00,29.22,863.69,9,45.76,123
2023-01-01 21:25:00,98.3,252.62,383,12.58,175
2023-01-01 21:26:00,13.97,89.18,113,10.32,13
2023-01-01 21:27:00,33.06,504.2,68,3.01,65
2023-01-01 21:28:00,5.11,773.12,273,21.11,183
2023-01-01 21:29:00,33.13,981.64,498,34.96,119
2023-01-01 21:30:00,32.03,915.87,490,29.66,101
2023-01-01 21:31:00,94.68,32.0,66,4.93,178
2023-01-01 21:32:00,84.52,22.07,405,5.56,195
2023-01-01 21:33:00,38.28,631.72,118,28.26,193
2023-01-01 21:34:00,2.48,127.8,267,48.28,181
2023-01-01 21:35:00,83.1,607.38,98,7.4,68
2023-01-01 21:36:00,66.05,9.4,284,20.49,129
2023-01-01 21:37:00,15.24,741.7,125,25.67,11
2023-01-01 21:38:00,99.61,387.15,477,32.75,93
2023-01-01 21:39:00,10.02,757.88,483,5.01,22
2023-01-01 21:40:00,86.71,692.72,148,0.28,199
2023-01-01 21:41:00,29.43,477.64,67,38.3,185
2023-01-01 21:42:00,43.54,508.63,191,28.81,139
2023-01-01 21:43:00,79.55,90.21,414,1.7,124
2023-01-01 21:44:00,67.75,648.36,496,0.04,91
2023-01-01 21:45:00,93.79,640.76,156,33.32,139
2023-01-01 21:46:00,62.11,815.83,229,12.48,111
2023-01-01 21:47:00,9.78,49.17,474,43.0,18
2023-01-01 21:48:00,88.44,187.77,212,44.78,28
2023-01-01 21:49:00,76.92,662.96,35,5.61,33
2023-01-01 21:50:00,71.19,551.73,178,33.5,99
2023-01-01 21:51:00,5.37,414.87,46,32.61,179
2023-01-01 21:52:00,39.62,26.97,83,39.84,15
2023-01-01 21:53:00,16.74,834.02,413,33.11,173
2023-01-01 21:54:00,82.19,290.13,226,37.73,136
2023-01-01 21:55:00,70.05,364.79,94,30.68,40
2023-01-01 21:56:00,88.31,455.53,48,4.67,129
2023-01-01 21:57:00,96.66,544.93,284,29.61,174
2023-01-01 21:58:00,77.47,240.94,463,18.09,169
2023-01-01 21:59:00,99.42,498.71,164,22.96,127
2023-01-01 22:00:00,61.48,925.38,113,21.02,149
2023-01-01 22:01:00,3.71,201.7,266,49.17,113
2023-01-01 22:02:00,1.43,550.56,453,22.96,110
2023-01-01 22:03:00,34.21,973.11,147,15.74,140
2023-01-01 22:04:00,82.35,479.77,130,22.4,130
2023-01-01 22:05:00,86.61,905.12,381,2.54,152
2023-01-01 22:06:00,96.08,37.98,241,44.22,190
2023-01-01 22:07:00,6.51,523.92,198,49.96,19
2023-01-01 22:08:00,4.46,2.87,448,7.95,17
2023-01-01 22:09:00,91.33,270.99,57,28.78,178
2023-01-01 22:10:00,30.5,916.63,158,3.78,19
2023-01-01 22:11:00,55.8,415.45,388,40.54,138
2023-01-01 22:12:00,98.24,463.04,0,28.67,15
2023-01-01 22:13:00,40.04,403.07,342,6.5,124
2023-01-01 22:14:00,66.59,739.47,471,2.73,85
2023-01-01 22:15:00,40.09,398.17,10,20.24,54
2023-01-01 22:16:00,76.82,511.0,390,13.27,168
2023-01-01 22:17:00,52.77,63.43,446,25.5,180
2023-01-01 22:18:00,23.75,713.3,480,3.26,106
2023-01-01 22:19:00,27.13,534.32,323,20.3,35
2023-01-01 22:20:00,25.81,973.57,36,19.82,37
2023-01-01 22:21:00,53.23,871.13,225,11.84,199
2023-01-01 22:22:00,70.32,345.45,126,31.36,41
2023-01-01 22:23:00,94.93,372.46,224,37.12,105
2023-01-01 22:24:00,69.41,660.28,6,38.03,93
2023-01-01 22:25:00,78.12,458.45,197,35.68,122
2023-01-01 22:26:00,16.89,554.61,101,9.01,98
2023-01-01 22:27:00,37.41,970.97,319,17.01,196
2023-01-01 22:28:00,41.38,90.66,79,10.01,39
2023-01-01 22:29:00,68.64,594.79,483,3.86,83
2023-01-01 22:30:00,29.59,677.59,345,37.8,114
2023-01-01 22:31:00,30.33,219.37,19,47.22,184
2023-01-01 22:32:00,35.59,586.09,385,26.97,94
2023-01-01 22:33:00,81.03,774.95,491,37.21,50
2023-01-01 22:34:00,57.76,285.51,24,7.43,139
2023-01-01 22:35:00,7.53,977.01,118,32.85,83
2023-01-01 22:36:00,7.82,130.27,213,23.64,39
2023-01-01 22:37:00,37.13,473.93,226,29.36,198
2023-01-01 22:38:00,76.66,728.87,142,24.96,102
2023-01-01 22:39:00,68.87,440.19,116,27.88,36
2023-01-01 22:40:00,70.8,514.49,386,44.0,61
2023-01-01 22:41:00,76.72,474.82,71,48.96,3
2023-01-01 22:42:00,28.72,53.61,101,30.98,77
2023-01-01 22:43:00,54.83,321.48,279,6.11,90
2023-01-01 22:44:00,54.34,82.91,182,26.45,69
2023-01-01 22:45:00,73.96,760.32,422,30.53,196
2023-01-01 22:46:00,95.69,477.59,287,3.34,191
2023-01-01 22:47:00,27.8,407.16,193,28.71,64
2023-01-01 22:48:00,79.33,760.93,103,42.4,199
2023-01-01 22:49:00,66.0,657.12,443,32.28,152
2023-01-01 22:50:00,58.02,413.27,250,36.67,90
2023-01-01 22:51:00,77.49,133.9,17,27.78,195
2023-01-01 22:52:00,94.4,482.6,52,21.45,103
2023-01-01 22:53:00,3.67,192.44,461,43.73,165
2023-01-01 22:54:00,14.74,419.48,286,40.69,22
2023-01-01 22:55:00,75.63,880.75,355,24.22,5
2023-01-01 22:56:00,8.38,275.89,313,38.72,29
2023-01-01 22:57:00,51.61,433.71,342,32.81,174
2023-01-01 22:58:00,21.99,31.48,211,15.55,119
2023-01-01 22:59:00,27.43,894.03,251,7.88,188
2023-01-01 23:00:00,70.18,79.53,412,6.68,90
2023-01-01 23:01:00,3.02,634.46,326,9.72,181
2023-01-01 23:02:00,87.33,971.43,193,3.77,89
2023-01-01 23:03:00,44.45,913.11,5,16.2,165
2023-01-01 23:04:00,50.24,30.96,11,2.59,99
2023-01-01 23:05:00,54.0,270.21,53,12.75,72
2023-01-01 23:06:00,64.55,107.71,408,48.77,82
2023-01-01 23:07:00,34.49,405.51,346,49.85,23
2023-01-01 23:08:00,10.11,452.74,248,31.12,176
2023-01-01 23:09:00,31.84,167.2,303,0.06,78
2023-01-01 23:10:00,16.81,774.54,321,35.96,162
2023-01-01 23:11:00,55.61,348.94,357,47.1,152
2023-01-01 23:12:00,31.8,399.17,170,32.21,81
2023-01-01 23:13:00,95.81,297.22,447,2.34,156
2023-01-01 23:14:00,96.57,286.55,160,6.08,9
2023-01-01 23:15:00,62.01,419.99,11,31.52,108
2023-01-01 23:16:00,61.75,410.25,402,44.62,94
2023-01-01 23:17:00,98.54,515.17,127,28.32,59
2023-01-01 23:18:00,88.73,708.9,24,11.39,12
2023-01-01 23:19:00,76.51,111.77,132,35.58,63
2023-01-01 23:20:00,31.36,93.02,391,13.51,94
2023-01-01 23:21:00,36.55,155.43,32,12.52,150
2023-01-01 23:22:00,20.13,96.18,399,22.35,167
2023-01-01 23:23:00,48.71,162.63,1,29.66,65
2023-01-01 23:24:00,99.04,31.24,369,37.35,18
2023-01-01 23:25:00,91.22,827.03,88,10.15,10
2023-01-01 23:26:00,11.83,801.1,421,12.25,149
2023-01-01 23:27:00,2.52,23.82,374,22.76,87
2023-01-01 23:28:00,89.86,325.0,81,32.4,121
2023-01-01 23:29:00,53.72,626.49,372,11.91,75
2023-01-01 23:30:00,20.02,153.22,31,1.38,165
2023-01-01 23:31:00,67.37,171.65,415,28.81,14
2023-01-01 23:32:00,64.42,67.33,456,38.5,128
2023-01-01 23:33:00,12.21,157.49,449,24.6,63
2023-01-01 23:34:00,25.96,647.12,372,20.28,106
2023-01-01 23:35:00,6.01,629.75,241,35.98,152
2023-01-01 23:36:00,20.99,267.04,52,44.84,178
2023-01-01 23:37:00,13.23,258.06,256,6.96,11
2023-01-01 23:38:00,19.32,415.62,157,22.11,75
2023-01-01 23:39:00,68.55,478.77,312,16.07,193
2023-01-01 23:40:00,4.95,917.59,385,16.81,54
2023-01-01 23:41:00,10.19,677.49,153,2.33,7
2023-01-01 23:42:00,13.42,319.98,233,45.08,133
2023-01-01 23:43:00,31.65,765.55,322,44.68,190
2023-01-01 23:44:00,29.88,442.66,44,13.19,14
2023-01-01 23:45:00,25.51,589.4,274,32.94,135
2023-01-01 23:46:00,75.05,656.3,212,19.57,102
2023-01-01 23:47:00,99.8,325.13,231,43.13,25
2023-01-01 23:48:00,53.4,500.63,481,6.78,80
2023-01-01 23:49:00,94.42,101.06,307,22.98,180
2023-01-01 23:50:00,39.66,847.04,333,24.82,79
2023-01-01 23:51:00,10.67,952.42,287,33.14,113
2023-01-01 23:52:00,40.88,901.84,373,21.05,57
2023-01-01 23:53:00,29.61,44.75,132,9.62,140
2023-01-01 23:54:00,49.34,852.87,168,45.75,37
2023-01-01 23:55:00,65.7,842.07,483,16.75,8
2023-01-01 23:56:00,46.11,130.67,376,21.18,171
2023-01-01 23:57:00,93.52,720.96,119,4.32,15
2023-01-01 23:58:00,88.48,53.85,371,27.12,158
2023-01-01 23:59:00,70.2,811.86,98,6.5,21
2023-01-02 00:00:00,48.97,802.03,382,38.31,90
2023-01-02 00:01:00,13.17,967.65,407,7.54,80
2023-01-02 00:02:00,39.7,433.95,94,3.39,190
2023-01-02 00:03:00,70.44,496.9,312,18.34,178
2023-01-02 00:04:00,28.49,431.11,441,22.83,27
2023-01-02 00:05:00,10.4,510.37,317,28.58,56
2023-01-02 00:06:00,90.79,815.37,3,49.55,106
2023-01-02 00:07:00,70.91,868.37,333,28.69,161
2023-01-02 00:08:00,61.53,15.36,174,47.64,71
2023-01-02 00:09:00,79.25,668.24,283,17.59,0
2023-01-02 00:10:00,83.56,624.19,494,0.59,35
2023-01-02 00:11:00,48.35,611.87,96,6.0,24
2023-01-02 00:12:00,88.12,749.59,257,40.8,191
2023-01-02 00:13:00,91.64,733.0,3,27.53,112
2023-01-02 00:14:00,27.16,107.41,98,23.42,161
2023-01-02 00:15:00,60.75,710.3,228,21.65,175
2023-01-02 00:16:00,52.66,829.11,267,40.37,103
2023-01-02 00:17:00,53.79,12.26,187,13.7,85
2023-01-02 00:18:00,93.77,319.73,103,19.51,43
2023-01-02 00:19:00,30.52,200.16,470,48.39,171
2023-01-02 00:20:00,98.34,18.8,401,27.32,116
2023-01-02 00:21:00,90.21,868.69,156,34.02,105
2023-01-02 00:22:00,45.87,537.62,167,38.22,108
2023-01-02 00:23:00,81.75,736.94,66,36.04,81
2023-01-02 00:24:00,76.9,217.6,308,0.36,100
2023-01-02 00:25:00,67.79,124.66,345,42.72,33
2023-01-02 00:26:00,31.98,155.88,144,17.55,54
2023-01-02 00:27:00,19.65,845.91,172,5.28,198
2023-01-02 00:28:00,67.15,258.46,111,43.24,7
2023-01-02 00:29:00,84.3,617.67,240,47.81,82
2023-01-02 00:30:00,1.63,354.46,118,5.84,157
2023-01-02 00:31:00,64.28,440.4,343,45.45,145
2023-01-02 00:32:00,44.29,855.17,245,29.68,107
2023-01-02 00:33:00,89.81,734.28,234,2.98,118
2023-01-02 00:34:00,32.15,335.67,132,7.72,28
2023-01-02 00:35:00,47.42,897.2,332,17.66,120
2023-01-02 00:36:00,51.48,315.8,455,7.06,46
2023-01-02 00:37:00,14.04,750.25,490,30.62,94
2023-01-02 00:38:00,71.29,789.83,23,12.77,157
2023-01-02 00:39:00,83.05,360.74,88,19.19,120
2023-01-02 00:40:00,5.79,524.49,447,42.53,173
2023-01-02 00:41:00,29.14,459.43,209,0.41,68
2023-01-02 00:42:00,3.8,624.52,244,37.52,14
2023-01-02 00:43:00,95.65,729.86,427,43.48,95
2023-01-02 00:44:00,66.72,912.14,220,35.69,42
2023-01-02 00:45:00,96.42,583.86,453,35.36,160
2023-01-02 00:46:00,53.15,902.36,362,21.93,54
2023-01-02 00:47:00,80.21,992.91,342,16.92,67
2023-01-02 00:48:00,37.44,545.73,400,1.19,45
2023-01-02 00:49:00,35.38,252.12,303,16.52,193
2023-01-02 00:50:00,37.83,642.51,105,34.47,136
2023-01-02 00:51:00,65.79,729.19,130,39.71,198
2023-01-02 00:52:00,35.95,648.28,197,29.82,176
2023-01-02 00:53:00,90.04,55.71,171,47.79,167
2023-01-02 00:54:00,98.33,188.64,406,7.94,24
2023-01-02 00:55:00,3.04,238.58,241,28.98,18
2023-01-02 00:56:00,19.36,245.02,275,5.98,49
2023-01-02 00:57:00,11.22,939.11,212,25.85,177
2023-01-02 00:58:00,4.24,668.01,38,29.83,57
2023-01-02 00:59:00,22.77,232.19,338,28.63,50
2023-01-02 01:00:00,44.68,165.56,137,14.57,166
2023-01-02 01:01:00,83.7,48.32,87,34.19,24
2023-01-02 01:02:00,22.18,283.01,323,36.3,75
2023-01-02 01:03:00,49.39,336.71,430,23.88,56
2023-01-02 01:04:00,92.96,280.7,134,13.37,167
2023-01-02 01:05:00,66.72,719.82,140,26.46,134
2023-01-02 01:06:00,79.81,566.99,235,40.09,124
2023-01-02 01:07:00,55.1,103.3,137,49.87,65
2023-01-02 01:08:00,98.05,649.36,26,38.02,50
2023-01-02 01:09:00,58.87,310.54,493,20.08,10
2023-01-02 01:10:00,4.55,741.36,457,46.23,144
2023-01-02 01:11:00,19.8,488.97,139,26.5,24
2023-01-02 01:12:00,40.48,140.9,453,42.83,99
2023-01-02 01:13:00,60.13,182.94,256,41.31,87
2023-01-02 01:14:00,77.19,551.48,455,2.73,52
2023-01-02 01:15:00,41.31,284.48,438,41.29,186
2023-01-02 01:16:00,71.01,382.07,317,22.2,128
2023-01-02 01:17:00,78.99,785.57,469,35.08,4
2023-01-02 01:18:00,31.73,555.99,201,16.97,18
2023-01-02 01:19:00,97.93,877.26,412,17.94,143
2023-01-02 01:20:00,64.97,688.04,80,45.07,104
2023-01-02 01:21:00,88.1,153.81,46,35.61,79
2023-01-02 01:22:00,55.59,99.55,308,47.17,138
2023-01-02 01:23:00,74.16,643.32,468,3.96,84
2023-01-02 01:24:00,77.05,535.56,123,3.05,63
2023-01-02 01:25:00,90.82,734.3,296,6.49,63
2023-01-02 01:26:00,15.03,554.55,373,40.42,169
2023-01-02 01:27:00,55.83,987.63,94,19.7,107
2023-01-02 01:28:00,42.84,981.64,14,22.13,32
2023-01-02 01:29:00,92.32,272.16,40,2.16,0
2023-01-02 01:30:00,10.51,791.87,468,18.68,119
2023-01-02 01:31:00,98.26,766.12,385,16.44,50
2023-01-02 01:32:00,87.55,840.46,172,29.75,173
2023-01-02 01:33:00,7.38,420.34,28,36.38,94
2023-01-02 01:34:00,49.1,927.8,395,0.75,129
2023-01-02 01:35:00,71.76,376.78,485,5.28,79
2023-01-02 01:36:00,73.82,713.32,189,27.3,65
2023-01-02 01:37:00,90.65,602.38,194,8.46,143
2023-01-02 01:38:00,79.99,363.95,289,37.01,154
2023-01-02 01:39:00,31.09,227.88,123,21.3,18
2023-01-02 01:40:00,49.84,685.35,24,16.41,22
2023-01-02 01:41:00,70.18,902.33,260,40.66,158
2023-01-02 01:42:00,13.84,398.5,420,31.63,167
2023-01-02 01:43:00,19.4,96.47,178,23.87,199
2023-01-02 01:44:00,48.1,280.61,316,32.34,22
2023-01-02 01:45:00,29.82,400.65,92,47.09,48
2023-01-02 01:46:00,86.26,407.06,133,28.4,154
2023-01-02 01:47:00,58.63,637.68,477,49.14,177
2023-01-02 01:48:00,34.87,115.15,434,20.82,186
2023-01-02 01:49:00,84.88,112.61,87,37.32,128
2023-01-02 01:50:00,80.49,173.54,293,17.39,143
2023-01-02 01:51:00,99.84,165.73,7,41.75,94
2023-01-02 01:52:00,84.73,175.76,206,9.96,87
2023-01-02 01:53:00,41.45,5.23,96,29.99,58
2023-01-02 01:54:00,12.75,274.2,354,43.66,78
2023-01-02 01:55:00,84.06,565.69,109,12.94,7
2023-01-02 01:56:00,5.98,992.19,195,38.09,182
2023-01-02 01:57:00,35.03,411.07,360,6.43,96
2023-01-02 01:58:00,91.97,846.06,454,48.99,126
2023-01-02 01:59:00,96.08,209.47,100,17.46,17
2023-01-02 02:00:00,64.06,939.77,236,32.48,107
2023-01-02 02:01:00,68.86,17.02,417,10.62,129
2023-01-02 02:02:00,4.25,27.13,446,47.49,176
2023-01-02 02:03:00,51.45,362.07,60,28.36,149
2023-01-02 02:04:00,54.69,875.32,244,49.06,40
2023-01-02 02:05:00,34.01,566.92,389,49.4,120
2023-01-02 02:06:00,6.86,35.13,132,4.68,190
2023-01-02 02:07:00,22.89,840.35,363,5.46,52
2023-01-02 02:08:00,35.8,162.18,172,8.22,0
2023-01-02 02:09:00,43.51,376.0,404,7.37,99
2023-01-02 02:10:00,59.09,85.4,34,44.42,119
2023-01-02 02:11:00,72.24,931.21,313,22.51,76
2023-01-02 02:12:00,31.76,6.24,126,1.9,129
2023-01-02 02:13:00,32.9,878.46,352,11.03,106
2023-01-02 02:14:00,1.97,168.36,114,27.86,92
2023-01-02 02:15:00,4.09,202.26,151,19.04,107
2023-01-02 02:16:00,25.78,220.72,340,9.37,0
2023-01-02 02:17:00,74.02,142.35,268,42.31,57
2023-01-02 02:18:00,62.83,143.1,88,5.09,4
2023-01-02 02:19:00,76.98,871.59,142,3.7,25
2023-01-02 02:20:00,76.89,417.08,462,2.16,75
2023-01-02 02:21:00,85.66,362.68,378,21.79,147
